fips,"Total publicly funded clinics, 2015 [1]","no. of women with demand, 18 and under to 44",No. of clinics per women with demand,No. of clinics per 1000 women with demand
45005,2.0000,800.0000,0.0025,2.5000
45007,2.0000,22620.0000,0.0001,0.0884
45009,2.0000,1570.0000,0.0013,1.2739
45011,3.0000,2290.0000,0.0013,1.3100
45013,3.0000,18690.0000,0.0002,0.1605
45015,4.0000,26870.0000,0.0001,0.1489
45017,2.0000,1500.0000,0.0013,1.3333
45019,9.0000,54230.0000,0.0002,0.1660
45021,2.0000,6910.0000,0.0003,0.2894
45023,2.0000,3620.0000,0.0006,0.5525
45025,5.0000,4810.0000,0.0010,1.0395
45027,3.0000,3190.0000,0.0009,0.9404
45029,2.0000,3840.0000,0.0005,0.5208
45031,5.0000,7940.0000,0.0006,0.6297
45033,1.0000,3450.0000,0.0003,0.2899
45035,3.0000,19580.0000,0.0002,0.1532
45037,1.0000,2530.0000,0.0004,0.3953
45039,7.0000,2480.0000,0.0028,2.8226
45041,8.0000,17790.0000,0.0004,0.4497
45043,6.0000,5830.0000,0.0010,1.0292
45045,5.0000,62810.0000,0.0001,0.0796
45047,5.0000,8890.0000,0.0006,0.5624
45049,2.0000,1990.0000,0.0010,1.0050
45051,10.0000,35020.0000,0.0003,0.2856
45053,4.0000,3100.0000,0.0013,1.2903
45055,4.0000,7160.0000,0.0006,0.5587
45057,1.0000,9830.0000,0.0001,0.1017
45059,2.0000,7800.0000,0.0003,0.2564
45061,3.0000,1680.0000,0.0018,1.7857
45063,6.0000,34820.0000,0.0002,0.1723
45065,2.0000,3450.0000,0.0006,0.5797
45067,5.0000,2780.0000,0.0018,1.7986
45069,3.0000,580.0000,0.0052,5.1724
45071,3.0000,4180.0000,0.0007,0.7177
45073,1.0000,7560.0000,0.0001,0.1323
45075,7.0000,10800.0000,0.0006,0.6481
45077,3.0000,16300.0000,0.0002,0.1840
45079,12.0000,62240.0000,0.0002,0.1928
45081,3.0000,2060.0000,0.0015,1.4563
45083,7.0000,37410.0000,0.0002,0.1871
45085,5.0000,13260.0000,0.0004,0.3771
45087,1.0000,3050.0000,0.0003,0.3279
45089,3.0000,3190.0000,0.0009,0.9404
45091,4.0000,32390.0000,0.0001,0.1235
46003,2.0000,230.0000,0.0087,8.6957
46005,2.0000,1830.0000,0.0011,1.0929
46007,2.0000,390.0000,0.0051,5.1282
46009,1.0000,450.0000,0.0022,2.2222
46011,1.0000,5630.0000,0.0002,0.1776
46013,2.0000,4660.0000,0.0004,0.4292
46015,2.0000,480.0000,0.0042,4.1667
46017,2.0000,230.0000,0.0087,8.6957
46019,u,940.0000,#VALUE!,#VALUE!
46021,u,110.0000,#VALUE!,#VALUE!
46023,2.0000,870.0000,0.0023,2.2989
46025,u,310.0000,#VALUE!,#VALUE!
46027,1.0000,2670.0000,0.0004,0.3745
46029,1.0000,3130.0000,0.0003,0.3195
46031,3.0000,430.0000,0.0070,6.9767
46033,1.0000,650.0000,0.0015,1.5385
46035,1.0000,2220.0000,0.0005,0.4505
46037,u,440.0000,#VALUE!,#VALUE!
46039,u,350.0000,#VALUE!,#VALUE!
46041,5.0000,620.0000,0.0081,8.0645
46043,1.0000,230.0000,0.0043,4.3478
46045,u,350.0000,#VALUE!,#VALUE!
46047,1.0000,510.0000,0.0020,1.9608
46049,u,200.0000,#VALUE!,#VALUE!
46051,1.0000,600.0000,0.0017,1.6667
46053,1.0000,300.0000,0.0033,3.3333
46055,1.0000,150.0000,0.0067,6.6667
46057,1.0000,540.0000,0.0019,1.8519
46059,1.0000,250.0000,0.0040,4.0000
46061,u,350.0000,#VALUE!,#VALUE!
46063,u,110.0000,#VALUE!,#VALUE!
46065,2.0000,2020.0000,0.0010,0.9901
46067,u,640.0000,#VALUE!,#VALUE!
46069,1.0000,110.0000,0.0091,9.0909
46071,2.0000,340.0000,0.0059,5.8824
46073,2.0000,140.0000,0.0143,14.2857
46075,1.0000,80.0000,0.0125,12.5000
46077,2.0000,430.0000,0.0047,4.6512
46079,1.0000,1100.0000,0.0009,0.9091
46081,1.0000,2960.0000,0.0003,0.3378
46083,2.0000,6960.0000,0.0003,0.2874
46085,2.0000,380.0000,0.0053,5.2632
46087,u,380.0000,#VALUE!,#VALUE!
46089,u,530.0000,#VALUE!,#VALUE!
46091,u,180.0000,#VALUE!,#VALUE!
46093,2.0000,3170.0000,0.0006,0.6309
46095,1.0000,210.0000,0.0048,4.7619
46097,3.0000,180.0000,0.0167,16.6667
46099,5.0000,23600.0000,0.0002,0.2119
46101,2.0000,570.0000,0.0035,3.5088
46103,6.0000,12170.0000,0.0005,0.4930
46105,2.0000,250.0000,0.0080,8.0000
46107,1.0000,170.0000,0.0059,5.8824
46109,2.0000,960.0000,0.0021,2.0833
46111,1.0000,190.0000,0.0053,5.2632
46113,u,1780.0000,#VALUE!,#VALUE!
46115,1.0000,590.0000,0.0017,1.6949
46117,1.0000,270.0000,0.0037,3.7037
46119,1.0000,130.0000,0.0077,7.6923
46121,1.0000,1180.0000,0.0008,0.8475
46123,1.0000,470.0000,0.0021,2.1277
46125,u,810.0000,#VALUE!,#VALUE!
46127,2.0000,1580.0000,0.0013,1.2658
46129,1.0000,480.0000,0.0021,2.0833
46135,1.0000,2310.0000,0.0004,0.4329
46137,1.0000,310.0000,0.0032,3.2258
47001,2.0000,8080.0000,0.0002,0.2475
47003,1.0000,5580.0000,0.0002,0.1792
47005,1.0000,1370.0000,0.0007,0.7299
47007,2.0000,1170.0000,0.0017,1.7094
47009,3.0000,14010.0000,0.0002,0.2141
47011,2.0000,12640.0000,0.0002,0.1582
47013,3.0000,4260.0000,0.0007,0.7042
47015,2.0000,1490.0000,0.0013,1.3423
47017,1.0000,2760.0000,0.0004,0.3623
47019,3.0000,6000.0000,0.0005,0.5000
47021,1.0000,4470.0000,0.0002,0.2237
47023,2.0000,2330.0000,0.0009,0.8584
47025,3.0000,3370.0000,0.0009,0.8902
47027,2.0000,660.0000,0.0030,3.0303
47029,6.0000,3700.0000,0.0016,1.6216
47031,2.0000,6110.0000,0.0003,0.3273
47033,1.0000,1590.0000,0.0006,0.6289
47035,2.0000,5120.0000,0.0004,0.3906
47037,17.0000,106240.0000,0.0002,0.1600
47039,1.0000,1040.0000,0.0010,0.9615
47041,2.0000,1890.0000,0.0011,1.0582
47043,2.0000,5940.0000,0.0003,0.3367
47045,1.0000,4410.0000,0.0002,0.2268
47047,2.0000,4070.0000,0.0005,0.4914
47049,2.0000,1630.0000,0.0012,1.2270
47051,1.0000,4820.0000,0.0002,0.2075
47053,3.0000,5190.0000,0.0006,0.5780
47055,1.0000,2910.0000,0.0003,0.3436
47057,4.0000,2290.0000,0.0017,1.7467
47059,2.0000,7120.0000,0.0003,0.2809
47061,3.0000,1280.0000,0.0023,2.3438
47063,2.0000,6870.0000,0.0003,0.2911
47065,11.0000,45100.0000,0.0002,0.2439
47067,2.0000,630.0000,0.0032,3.1746
47069,2.0000,2220.0000,0.0009,0.9009
47071,5.0000,2370.0000,0.0021,2.1097
47073,7.0000,5880.0000,0.0012,1.1905
47075,2.0000,1920.0000,0.0010,1.0417
47077,1.0000,2850.0000,0.0004,0.3509
47079,1.0000,3120.0000,0.0003,0.3205
47081,2.0000,2550.0000,0.0008,0.7843
47083,1.0000,760.0000,0.0013,1.3158
47085,1.0000,1720.0000,0.0006,0.5814
47087,2.0000,1110.0000,0.0018,1.8018
47089,3.0000,5830.0000,0.0005,0.5146
47091,2.0000,1390.0000,0.0014,1.4388
47093,10.0000,60490.0000,0.0002,0.1653
47095,3.0000,490.0000,0.0061,6.1224
47097,2.0000,2720.0000,0.0007,0.7353
47099,1.0000,4710.0000,0.0002,0.2123
47101,2.0000,1120.0000,0.0018,1.7857
47103,1.0000,3180.0000,0.0003,0.3145
47105,2.0000,4750.0000,0.0004,0.4211
47107,2.0000,2770.0000,0.0007,0.7220
47109,1.0000,12410.0000,0.0001,0.0806
47111,1.0000,3010.0000,0.0003,0.3322
47113,2.0000,3700.0000,0.0005,0.5405
47115,2.0000,10830.0000,0.0002,0.1847
47117,2.0000,5750.0000,0.0003,0.3478
47119,2.0000,2470.0000,0.0008,0.8097
47121,2.0000,1110.0000,0.0018,1.8018
47123,6.0000,4290.0000,0.0014,1.3986
47125,2.0000,29060.0000,0.0001,0.0688
47127,1.0000,630.0000,0.0016,1.5873
47129,2.0000,2040.0000,0.0010,0.9804
47131,1.0000,3320.0000,0.0003,0.3012
47133,2.0000,2290.0000,0.0009,0.8734
47135,2.0000,720.0000,0.0028,2.7778
47137,2.0000,410.0000,0.0049,4.8780
47139,3.0000,1710.0000,0.0018,1.7544
47141,2.0000,9670.0000,0.0002,0.2068
47143,2.0000,3520.0000,0.0006,0.5682
47145,1.0000,5160.0000,0.0002,0.1938
47147,1.0000,8010.0000,0.0001,0.1248
47149,4.0000,44480.0000,0.0001,0.0899
47151,6.0000,2280.0000,0.0026,2.6316
47153,1.0000,1520.0000,0.0007,0.6579
47155,1.0000,10530.0000,0.0001,0.0950
47157,25.0000,126490.0000,0.0002,0.1976
47159,2.0000,2110.0000,0.0009,0.9479
47161,2.0000,1200.0000,0.0017,1.6667
47163,4.0000,16480.0000,0.0002,0.2427
47165,5.0000,21060.0000,0.0002,0.2374
47167,1.0000,7340.0000,0.0001,0.1362
47169,2.0000,930.0000,0.0022,2.1505
47171,2.0000,1730.0000,0.0012,1.1561
47173,2.0000,2060.0000,0.0010,0.9709
47175,2.0000,490.0000,0.0041,4.0816
47177,2.0000,4380.0000,0.0005,0.4566
47179,4.0000,16170.0000,0.0002,0.2474
47181,2.0000,1390.0000,0.0014,1.4388
47183,3.0000,4350.0000,0.0007,0.6897
47185,2.0000,2540.0000,0.0008,0.7874
47187,3.0000,24380.0000,0.0001,0.1231
47189,1.0000,15370.0000,0.0001,0.0651
48001,u,4770.0000,#VALUE!,#VALUE!
48003,1.0000,2160.0000,0.0005,0.4630
48005,u,10280.0000,#VALUE!,#VALUE!
48007,1.0000,2300.0000,0.0004,0.4348
48009,u,870.0000,#VALUE!,#VALUE!
48011,u,160.0000,#VALUE!,#VALUE!
48013,2.0000,5710.0000,0.0004,0.3503
48015,8.0000,3130.0000,0.0026,2.5559
48017,1.0000,720.0000,0.0014,1.3889
48019,u,1790.0000,#VALUE!,#VALUE!
48021,2.0000,8840.0000,0.0002,0.2262
48023,u,330.0000,#VALUE!,#VALUE!
48025,2.0000,3030.0000,0.0007,0.6601
48027,5.0000,47790.0000,0.0001,0.1046
48029,27.0000,261270.0000,0.0001,0.1033
48031,u,910.0000,#VALUE!,#VALUE!
48033,u,50.0000,#VALUE!,#VALUE!
48035,u,1550.0000,#VALUE!,#VALUE!
48037,4.0000,10730.0000,0.0004,0.3728
48039,5.0000,44180.0000,0.0001,0.1132
48041,3.0000,39370.0000,0.0001,0.0762
48043,2.0000,940.0000,0.0021,2.1277
48045,u,120.0000,#VALUE!,#VALUE!
48047,1.0000,680.0000,0.0015,1.4706
48049,2.0000,4260.0000,0.0005,0.4695
48051,2.0000,1790.0000,0.0011,1.1173
48053,1.0000,4300.0000,0.0002,0.2326
48055,3.0000,5070.0000,0.0006,0.5917
48057,u,2390.0000,#VALUE!,#VALUE!
48059,3.0000,1410.0000,0.0021,2.1277
48061,9.0000,51410.0000,0.0002,0.1751
48063,u,1360.0000,#VALUE!,#VALUE!
48065,u,650.0000,#VALUE!,#VALUE!
48067,1.0000,2850.0000,0.0004,0.3509
48069,u,790.0000,#VALUE!,#VALUE!
48071,3.0000,4910.0000,0.0006,0.6110
48073,2.0000,5540.0000,0.0004,0.3610
48075,u,550.0000,#VALUE!,#VALUE!
48077,u,960.0000,#VALUE!,#VALUE!
48079,u,300.0000,#VALUE!,#VALUE!
48081,u,260.0000,#VALUE!,#VALUE!
48083,u,690.0000,#VALUE!,#VALUE!
48085,6.0000,121200.0000,0.0000,0.0495
48087,u,290.0000,#VALUE!,#VALUE!
48089,u,1880.0000,#VALUE!,#VALUE!
48091,1.0000,14280.0000,0.0001,0.0700
48093,1.0000,1180.0000,0.0008,0.8475
48095,1.0000,210.0000,0.0048,4.7619
48097,u,4200.0000,#VALUE!,#VALUE!
48099,u,11440.0000,#VALUE!,#VALUE!
48101,u,120.0000,#VALUE!,#VALUE!
48103,u,510.0000,#VALUE!,#VALUE!
48105,u,370.0000,#VALUE!,#VALUE!
48107,u,620.0000,#VALUE!,#VALUE!
48109,u,210.0000,#VALUE!,#VALUE!
48111,u,800.0000,#VALUE!,#VALUE!
48113,31.0000,356600.0000,0.0001,0.0869
48115,2.0000,1320.0000,0.0015,1.5152
48117,1.0000,1800.0000,0.0006,0.5556
48119,1.0000,2170.0000,0.0005,0.4608
48121,1.0000,460.0000,0.0022,2.1739
48123,9.0000,112910.0000,0.0001,0.0797
48125,1.0000,130.0000,0.0077,7.6923
48127,2.0000,1150.0000,0.0017,1.7391
48129,u,340.0000,#VALUE!,#VALUE!
48131,u,1120.0000,#VALUE!,#VALUE!
48133,u,1730.0000,#VALUE!,#VALUE!
48135,1.0000,20730.0000,0.0000,0.0482
48137,u,150.0000,#VALUE!,#VALUE!
48139,16.0000,109040.0000,0.0001,0.1467
48141,2.0000,20610.0000,0.0001,0.0970
48143,1.0000,6430.0000,0.0002,0.1555
48145,u,2280.0000,#VALUE!,#VALUE!
48147,1.0000,2970.0000,0.0003,0.3367
48149,1.0000,2180.0000,0.0005,0.4587
48151,u,340.0000,#VALUE!,#VALUE!
48153,u,580.0000,#VALUE!,#VALUE!
48155,u,110.0000,#VALUE!,#VALUE!
48157,14.0000,94260.0000,0.0001,0.1485
48159,u,950.0000,#VALUE!,#VALUE!
48161,u,1760.0000,#VALUE!,#VALUE!
48163,2.0000,1670.0000,0.0012,1.1976
48165,1.0000,2340.0000,0.0004,0.4274
48167,5.0000,40070.0000,0.0001,0.1248
48169,u,500.0000,#VALUE!,#VALUE!
48171,1.0000,2240.0000,0.0004,0.4464
48173,u,130.0000,#VALUE!,#VALUE!
48175,1.0000,720.0000,0.0014,1.3889
48177,1.0000,2070.0000,0.0005,0.4831
48179,u,2330.0000,#VALUE!,#VALUE!
48181,1.0000,14400.0000,0.0001,0.0694
48183,8.0000,15030.0000,0.0005,0.5323
48185,1.0000,2460.0000,0.0004,0.4065
48187,1.0000,18860.0000,0.0001,0.0530
48189,2.0000,3840.0000,0.0005,0.5208
48191,u,290.0000,#VALUE!,#VALUE!
48193,u,700.0000,#VALUE!,#VALUE!
48195,u,580.0000,#VALUE!,#VALUE!
48197,u,350.0000,#VALUE!,#VALUE!
48199,1.0000,6360.0000,0.0002,0.1572
48201,48.0000,628260.0000,0.0001,0.0764
48203,1.0000,7630.0000,0.0001,0.1311
48205,u,480.0000,#VALUE!,#VALUE!
48207,u,490.0000,#VALUE!,#VALUE!
48209,3.0000,31000.0000,0.0001,0.0968
48211,u,430.0000,#VALUE!,#VALUE!
48213,u,8050.0000,#VALUE!,#VALUE!
48215,15.0000,108390.0000,0.0001,0.1384
48217,u,3320.0000,#VALUE!,#VALUE!
48219,1.0000,2850.0000,0.0004,0.3509
48221,u,5370.0000,#VALUE!,#VALUE!
48223,u,3990.0000,#VALUE!,#VALUE!
48225,u,1890.0000,#VALUE!,#VALUE!
48227,1.0000,3870.0000,0.0003,0.2584
48229,2.0000,520.0000,0.0038,3.8462
48231,1.0000,10790.0000,0.0001,0.0927
48233,u,2400.0000,#VALUE!,#VALUE!
48235,u,140.0000,#VALUE!,#VALUE!
48237,u,730.0000,#VALUE!,#VALUE!
48239,u,1480.0000,#VALUE!,#VALUE!
48241,3.0000,3450.0000,0.0009,0.8696
48243,u,160.0000,#VALUE!,#VALUE!
48245,4.0000,30380.0000,0.0001,0.1317
48247,u,490.0000,#VALUE!,#VALUE!
48249,1.0000,4740.0000,0.0002,0.2110
48251,u,19180.0000,#VALUE!,#VALUE!
48253,u,1480.0000,#VALUE!,#VALUE!
48255,1.0000,1260.0000,0.0008,0.7937
48257,2.0000,14420.0000,0.0001,0.1387
48259,u,4310.0000,#VALUE!,#VALUE!
48261,u,30.0000,#VALUE!,#VALUE!
48263,u,50.0000,#VALUE!,#VALUE!
48265,u,4960.0000,#VALUE!,#VALUE!
48267,1.0000,350.0000,0.0029,2.8571
48269,u,10.0000,#VALUE!,#VALUE!
48271,u,280.0000,#VALUE!,#VALUE!
48273,4.0000,4590.0000,0.0009,0.8715
48275,u,340.0000,#VALUE!,#VALUE!
48277,2.0000,690.0000,0.0029,2.8986
48279,2.0000,5590.0000,0.0004,0.3578
48281,u,1300.0000,#VALUE!,#VALUE!
48283,u,2130.0000,#VALUE!,#VALUE!
48285,u,1760.0000,#VALUE!,#VALUE!
48287,1.0000,1650.0000,0.0006,0.6061
48289,1.0000,1490.0000,0.0007,0.6711
48291,1.0000,10400.0000,0.0001,0.0962
48293,2.0000,2190.0000,0.0009,0.9132
48295,u,320.0000,#VALUE!,#VALUE!
48297,1.0000,1010.0000,0.0010,0.9901
48299,u,1370.0000,#VALUE!,#VALUE!
48301,u,10.0000,#VALUE!,#VALUE!
48303,10.0000,44850.0000,0.0002,0.2230
48305,2.0000,560.0000,0.0036,3.5714
48307,1.0000,1230.0000,0.0008,0.8130
48309,1.0000,830.0000,0.0012,1.2048
48311,u,680.0000,#VALUE!,#VALUE!
48313,1.0000,310.0000,0.0032,3.2258
48315,1.0000,4130.0000,0.0002,0.2421
48317,2.0000,6960.0000,0.0003,0.2874
48319,1.0000,730.0000,0.0014,1.3699
48321,17.0000,33600.0000,0.0005,0.5060
48323,1.0000,70.0000,0.0143,14.2857
48325,2.0000,5060.0000,0.0004,0.3953
48327,1.0000,150.0000,0.0067,6.6667
48329,3.0000,21720.0000,0.0001,0.1381
48331,u,2380.0000,#VALUE!,#VALUE!
48333,u,400.0000,#VALUE!,#VALUE!
48335,u,670.0000,#VALUE!,#VALUE!
48337,u,1850.0000,#VALUE!,#VALUE!
48339,4.0000,66330.0000,0.0001,0.0603
48341,u,2510.0000,#VALUE!,#VALUE!
48343,u,1230.0000,#VALUE!,#VALUE!
48345,u,80.0000,#VALUE!,#VALUE!
48347,1.0000,9820.0000,0.0001,0.1018
48349,u,5340.0000,#VALUE!,#VALUE!
48351,1.0000,1370.0000,0.0007,0.7299
48353,1.0000,1580.0000,0.0006,0.6329
48355,7.0000,46490.0000,0.0002,0.1506
48357,u,1090.0000,#VALUE!,#VALUE!
48359,u,230.0000,#VALUE!,#VALUE!
48361,2.0000,9830.0000,0.0002,0.2035
48363,u,3070.0000,#VALUE!,#VALUE!
48365,u,2370.0000,#VALUE!,#VALUE!
48367,u,14310.0000,#VALUE!,#VALUE!
48369,u,960.0000,#VALUE!,#VALUE!
48371,2.0000,1500.0000,0.0013,1.3333
48373,u,3910.0000,#VALUE!,#VALUE!
48375,5.0000,14280.0000,0.0004,0.3501
48377,2.0000,660.0000,0.0030,3.0303
48379,u,980.0000,#VALUE!,#VALUE!
48381,2.0000,17290.0000,0.0001,0.1157
48383,u,370.0000,#VALUE!,#VALUE!
48385,2.0000,280.0000,0.0071,7.1429
48387,u,1050.0000,#VALUE!,#VALUE!
48389,1.0000,1360.0000,0.0007,0.7353
48391,u,690.0000,#VALUE!,#VALUE!
48393,u,90.0000,#VALUE!,#VALUE!
48395,2.0000,1830.0000,0.0011,1.0929
48397,u,10750.0000,#VALUE!,#VALUE!
48399,u,940.0000,#VALUE!,#VALUE!
48401,2.0000,5440.0000,0.0004,0.3676
48403,u,820.0000,#VALUE!,#VALUE!
48405,u,690.0000,#VALUE!,#VALUE!
48407,1.0000,2510.0000,0.0004,0.3984
48409,4.0000,7850.0000,0.0005,0.5096
48411,u,440.0000,#VALUE!,#VALUE!
48413,u,310.0000,#VALUE!,#VALUE!
48415,1.0000,1820.0000,0.0005,0.5495
48417,1.0000,330.0000,0.0030,3.0303
48419,2.0000,2640.0000,0.0008,0.7576
48421,u,290.0000,#VALUE!,#VALUE!
48423,4.0000,28210.0000,0.0001,0.1418
48425,u,970.0000,#VALUE!,#VALUE!
48427,u,8020.0000,#VALUE!,#VALUE!
48429,1.0000,830.0000,0.0012,1.2048
48431,u,130.0000,#VALUE!,#VALUE!
48433,u,120.0000,#VALUE!,#VALUE!
48435,u,380.0000,#VALUE!,#VALUE!
48437,u,660.0000,#VALUE!,#VALUE!
48439,6.0000,270560.0000,0.0000,0.0222
48441,2.0000,19090.0000,0.0001,0.1048
48443,u,70.0000,#VALUE!,#VALUE!
48445,1.0000,1180.0000,0.0008,0.8475
48447,u,140.0000,#VALUE!,#VALUE!
48449,1.0000,3820.0000,0.0003,0.2618
48451,2.0000,15340.0000,0.0001,0.1304
48453,21.0000,181490.0000,0.0001,0.1157
48455,u,1330.0000,#VALUE!,#VALUE!
48457,u,1700.0000,#VALUE!,#VALUE!
48459,1.0000,4360.0000,0.0002,0.2294
48461,u,360.0000,#VALUE!,#VALUE!
48463,1.0000,3220.0000,0.0003,0.3106
48465,2.0000,5750.0000,0.0003,0.3478
48467,u,5210.0000,#VALUE!,#VALUE!
48469,u,11290.0000,#VALUE!,#VALUE!
48471,u,9470.0000,#VALUE!,#VALUE!
48473,3.0000,7300.0000,0.0004,0.4110
48475,u,1240.0000,#VALUE!,#VALUE!
48477,u,3790.0000,#VALUE!,#VALUE!
48479,4.0000,35400.0000,0.0001,0.1130
48481,u,4670.0000,#VALUE!,#VALUE!
48483,u,530.0000,#VALUE!,#VALUE!
48485,3.0000,15720.0000,0.0002,0.1908
48487,u,1460.0000,#VALUE!,#VALUE!
48489,1.0000,2310.0000,0.0004,0.4329
48491,4.0000,69310.0000,0.0001,0.0577
48493,1.0000,5210.0000,0.0002,0.1919
48495,u,850.0000,#VALUE!,#VALUE!
48497,u,7110.0000,#VALUE!,#VALUE!
48499,u,3690.0000,#VALUE!,#VALUE!
48501,1.0000,890.0000,0.0011,1.1236
48503,u,1720.0000,#VALUE!,#VALUE!
48505,1.0000,1760.0000,0.0006,0.5682
48507,1.0000,1310.0000,0.0008,0.7634
49001,u,640.0000,#VALUE!,#VALUE!
49003,4.0000,6340.0000,0.0006,0.6309
49005,3.0000,19740.0000,0.0002,0.1520
49007,4.0000,2390.0000,0.0017,1.6736
49009,u,90.0000,#VALUE!,#VALUE!
49011,1.0000,45870.0000,0.0000,0.0218
49013,u,2320.0000,#VALUE!,#VALUE!
49015,2.0000,1050.0000,0.0019,1.9048
49017,4.0000,430.0000,0.0093,9.3023
49019,3.0000,1000.0000,0.0030,3.0000
49021,3.0000,7110.0000,0.0004,0.4219
49023,1.0000,1320.0000,0.0008,0.7576
49025,1.0000,650.0000,0.0015,1.5385
49027,2.0000,1190.0000,0.0017,1.6807
49029,u,1280.0000,#VALUE!,#VALUE!
49031,u,110.0000,#VALUE!,#VALUE!
49033,1.0000,230.0000,0.0043,4.3478
49035,15.0000,158730.0000,0.0001,0.0945
49037,6.0000,1850.0000,0.0032,3.2432
49039,6.0000,3610.0000,0.0017,1.6620
49041,1.0000,2170.0000,0.0005,0.4608
49043,3.0000,4490.0000,0.0007,0.6682
49045,1.0000,8450.0000,0.0001,0.1183
49047,2.0000,4610.0000,0.0004,0.4338
49049,5.0000,92430.0000,0.0001,0.0541
49051,2.0000,3660.0000,0.0005,0.5464
49053,7.0000,17880.0000,0.0004,0.3915
49055,1.0000,230.0000,0.0043,4.3478
49057,5.0000,33160.0000,0.0002,0.1508
50001,4.0000,4080.0000,0.0010,0.9804
50003,2.0000,3760.0000,0.0005,0.5319
50005,5.0000,3070.0000,0.0016,1.6287
50007,7.0000,23920.0000,0.0003,0.2926
50009,2.0000,550.0000,0.0036,3.6364
50011,6.0000,5740.0000,0.0010,1.0453
50013,1.0000,680.0000,0.0015,1.4706
50015,3.0000,2840.0000,0.0011,1.0563
50017,4.0000,2960.0000,0.0014,1.3514
50019,1.0000,2550.0000,0.0004,0.3922
50021,6.0000,6210.0000,0.0010,0.9662
50023,4.0000,6500.0000,0.0006,0.6154
50025,3.0000,4170.0000,0.0007,0.7194
50027,8.0000,5560.0000,0.0014,1.4388
51001,4.0000,3010.0000,0.0013,1.3289
51003,1.0000,13330.0000,0.0001,0.0750
51510,6.0000,26040.0000,0.0002,0.2304
51005,2.0000,1400.0000,0.0014,1.4286
51007,3.0000,1300.0000,0.0023,2.3077
51009,2.0000,3480.0000,0.0006,0.5747
51011,1.0000,1680.0000,0.0006,0.5952
51013,1.0000,40340.0000,0.0000,0.0248
51015,u,7360.0000,#VALUE!,#VALUE!
51017,1.0000,370.0000,0.0027,2.7027
51019,2.0000,7730.0000,0.0003,0.2587
51515,u,#VALUE!,#VALUE!,#VALUE!
51021,2.0000,510.0000,0.0039,3.9216
51023,1.0000,3120.0000,0.0003,0.3205
51520,3.0000,1930.0000,0.0016,1.5544
51025,2.0000,1420.0000,0.0014,1.4085
51027,4.0000,1920.0000,0.0021,2.0833
51029,2.0000,1570.0000,0.0013,1.2739
51530,1.0000,820.0000,0.0012,1.2195
51031,1.0000,6280.0000,0.0002,0.1592
51033,2.0000,3520.0000,0.0006,0.5682
51035,2.0000,2610.0000,0.0008,0.7663
51036,2.0000,670.0000,0.0030,2.9851
51037,3.0000,1090.0000,0.0028,2.7523
51540,2.0000,9130.0000,0.0002,0.2191
51550,2.0000,30710.0000,0.0001,0.0651
51041,2.0000,42240.0000,0.0000,0.0473
51043,1.0000,1370.0000,0.0007,0.7299
51570,1.0000,2060.0000,0.0005,0.4854
51580,1.0000,550.0000,0.0018,1.8182
51045,1.0000,500.0000,0.0020,2.0000
51047,1.0000,5600.0000,0.0002,0.1786
51049,2.0000,980.0000,0.0020,2.0408
51590,2.0000,4800.0000,0.0004,0.4167
51051,2.0000,1530.0000,0.0013,1.3072
51053,2.0000,3230.0000,0.0006,0.6192
51595,2.0000,640.0000,0.0031,3.1250
51057,1.0000,1120.0000,0.0009,0.8929
51059,u,144620.0000,#VALUE!,#VALUE!
51600,u,2830.0000,#VALUE!,#VALUE!
51610,1.0000,1680.0000,0.0006,0.5952
51061,1.0000,7450.0000,0.0001,0.1342
51063,2.0000,1510.0000,0.0013,1.3245
51065,1.0000,3170.0000,0.0003,0.3155
51067,2.0000,5590.0000,0.0004,0.3578
51620,2.0000,910.0000,0.0022,2.1978
51069,1.0000,9530.0000,0.0001,0.1049
51630,2.0000,5260.0000,0.0004,0.3802
51640,1.0000,690.0000,0.0014,1.4493
51071,1.0000,1750.0000,0.0006,0.5714
51073,1.0000,3920.0000,0.0003,0.2551
51075,1.0000,2140.0000,0.0005,0.4673
51077,1.0000,1280.0000,0.0008,0.7813
51079,1.0000,2090.0000,0.0005,0.4785
51081,u,840.0000,#VALUE!,#VALUE!
51083,1.0000,3220.0000,0.0003,0.3106
51650,4.0000,18850.0000,0.0002,0.2122
51085,1.0000,11250.0000,0.0001,0.0889
51660,2.0000,10900.0000,0.0002,0.1835
51087,2.0000,42910.0000,0.0000,0.0466
51089,1.0000,5040.0000,0.0002,0.1984
51091,2.0000,150.0000,0.0133,13.3333
51670,1.0000,2920.0000,0.0003,0.3425
51093,1.0000,3800.0000,0.0003,0.2632
51095,u,7440.0000,#VALUE!,#VALUE!
51097,1.0000,600.0000,0.0017,1.6667
51099,1.0000,2820.0000,0.0004,0.3546
51101,2.0000,1870.0000,0.0011,1.0695
51103,1.0000,780.0000,0.0013,1.2821
51105,5.0000,2090.0000,0.0024,2.3923
51678,2.0000,980.0000,0.0020,2.0408
51107,2.0000,49790.0000,0.0000,0.0402
51109,2.0000,3330.0000,0.0006,0.6006
51111,2.0000,1020.0000,0.0020,1.9608
51680,2.0000,13990.0000,0.0001,0.1430
51113,1.0000,1250.0000,0.0008,0.8000
51683,2.0000,5590.0000,0.0004,0.3578
51685,u,2220.0000,#VALUE!,#VALUE!
51690,3.0000,1440.0000,0.0021,2.0833
